"statistic, pvalue, row is better than column",best set: template_37,template_27,template_13,template_19,template_25,template_21,template_28,template_11,template_9,template_30,template_35,template_17,template_15,template_29,template_40,template_23,template_39,template_12,template_36,template_5,template_6,template_7,template_41,template_32,template_10,template_33,template_2,template_31,template_16,template_1,template_14,template_22,template_24,template_0,template_3,template_34,template_45,template_4,template_49,template_44,template_38,template_18,template_54,template_55,template_47,template_26,template_8,template_43,template_52,template_42,template_20,template_53,template_46,template_51,template_48,template_50,group
template_35,"7.00, 0.36, False","14.00, 0.60, False","12.00, 0.70, False","14.00, 0.72, False","14.00, 0.86, False","15.00, 0.86, False","10.00, 0.83, False","10.00, 1.00, False","9.00, 1.00, False","15.00, 1.00, False",None,"17.00, 1.00, None","12.00, 1.00, None","6.00, 1.00, None","15.00, 1.00, None","16.00, 1.00, None","6.00, 1.00, True","13.00, 1.00, True","14.00, 1.00, True","10.00, 1.00, True","17.00, 0.87, True","7.00, 0.80, True","6.00, 0.79, True","9.00, 0.82, True","14.00, 0.86, True","3.00, 0.51, True","13.00, 0.71, True","9.00, 0.52, True","20.00, 0.65, True","10.00, 0.54, True","15.00, 0.50, True","18.00, 0.53, True","18.00, 0.53, True","10.00, 0.42, True","9.00, 0.40, True","9.00, 0.40, True","14.00, 0.49, True","12.00, 0.36, True","13.00, 0.38, True","18.00, 0.36, True","9.00, 0.23, True","18.00, 0.36, True","19.00, 0.30, True","12.00, 0.22, True","12.00, 0.22, True","17.00, 0.28, True","11.00, 0.20, True","12.00, 0.22, True","18.00, 0.23, True","17.00, 0.22, True","14.00, 0.14, True","8.00, 0.08, True","16.00, 0.16, True","11.00, 0.08, True","16.00, 0.13, True","14.00, 0.08, True",A
template_17,"15.00, 0.50, False","10.00, 0.54, False","12.00, 0.70, False","8.00, 0.65, False","10.00, 0.83, False","10.00, 0.83, False","18.00, 0.87, False","12.00, 1.00, False","12.00, 1.00, False","18.00, 1.00, False","17.00, 1.00, True",None,"11.00, 1.00, None","19.00, 1.00, None","21.00, 1.00, None","10.00, 1.00, None","20.00, 1.00, True","16.00, 1.00, True","18.00, 1.00, True","13.00, 1.00, True","17.00, 0.87, True","12.00, 0.85, True","19.00, 0.87, True","18.00, 0.87, True","15.00, 0.86, True","15.00, 0.73, True","15.00, 0.73, True","13.00, 0.58, True","15.00, 0.61, True","13.00, 0.58, True","14.00, 0.49, True","17.00, 0.52, True","19.00, 0.54, True","11.00, 0.44, True","10.00, 0.42, True","16.00, 0.51, True","17.00, 0.52, True","12.00, 0.36, True","19.00, 0.45, True","16.00, 0.34, True","15.00, 0.32, True","18.00, 0.36, True","16.00, 0.27, True","13.00, 0.23, True","16.00, 0.27, True","18.00, 0.29, True","13.00, 0.23, True","17.00, 0.28, True","16.00, 0.21, True","14.00, 0.19, True","14.00, 0.14, True","12.00, 0.12, True","16.00, 0.16, True","14.00, 0.11, True","14.00, 0.11, True","14.00, 0.08, True",A
template_15,"12.00, 0.46, False","6.00, 0.45, False","10.00, 0.68, False","6.00, 0.61, False","5.00, 0.77, False","7.00, 0.80, False","17.00, 0.87, False","10.00, 1.00, False","10.00, 1.00, False","15.00, 1.00, False","12.00, 1.00, True","11.00, 1.00, True",None,"16.00, 1.00, None","18.00, 1.00, None","7.00, 1.00, None","16.00, 1.00, True","16.00, 1.00, True","18.00, 1.00, True","10.00, 1.00, True","17.00, 0.87, True","9.00, 0.82, True","14.00, 0.86, True","15.00, 0.86, True","15.00, 0.86, True","10.00, 0.68, True","13.00, 0.71, True","11.00, 0.56, True","17.00, 0.63, True","9.00, 0.52, True","14.00, 0.49, True","16.00, 0.51, True","18.00, 0.53, True","11.00, 0.44, True","9.00, 0.40, True","14.00, 0.49, True","16.00, 0.51, True","10.00, 0.33, True","17.00, 0.43, True","18.00, 0.36, True","16.00, 0.34, True","17.00, 0.35, True","18.00, 0.29, True","12.00, 0.22, True","15.00, 0.26, True","15.00, 0.26, True","11.00, 0.20, True","14.00, 0.24, True","17.00, 0.22, True","16.00, 0.21, True","13.00, 0.13, True","9.00, 0.09, True","16.00, 0.16, True","12.00, 0.09, True","16.00, 0.13, True","14.00, 0.08, True",A
template_29,"7.00, 0.36, False","15.00, 0.61, False","13.00, 0.71, False","15.00, 0.73, False","15.00, 0.86, False","15.00, 0.86, False","10.00, 0.83, False","10.00, 1.00, False","12.00, 1.00, False","15.00, 1.00, False","6.00, 1.00, True","19.00, 1.00, True","16.00, 1.00, True",None,"16.00, 1.00, None","18.00, 1.00, None","8.00, 1.00, True","13.00, 1.00, True","13.00, 1.00, True","12.00, 1.00, True","17.00, 0.87, True","11.00, 0.84, True","9.00, 0.82, True","11.00, 0.84, True","14.00, 0.86, True","6.00, 0.61, True","12.00, 0.70, True","8.00, 0.50, True","19.00, 0.64, True","10.00, 0.54, True","16.00, 0.51, True","19.00, 0.54, True","18.00, 0.53, True","9.00, 0.40, True","9.00, 0.40, True","10.00, 0.42, True","15.00, 0.50, True","14.00, 0.39, True","12.00, 0.36, True","17.00, 0.35, True","8.00, 0.21, True","19.00, 0.37, True","17.00, 0.28, True","12.00, 0.22, True","12.00, 0.22, True","17.00, 0.28, True","11.00, 0.20, True","13.00, 0.23, True","19.00, 0.24, True","15.00, 0.20, True","15.00, 0.15, True","8.00, 0.08, True","16.00, 0.16, True","14.00, 0.11, True","16.00, 0.13, True","13.00, 0.07, True",A
template_40,"14.00, 0.49, False","19.00, 0.64, False","18.00, 0.75, False","19.00, 0.76, False","21.00, 0.88, False","20.00, 0.88, False","10.00, 0.83, False","16.00, 1.00, False","15.00, 1.00, False","14.00, 1.00, False","15.00, 1.00, True","21.00, 1.00, True","18.00, 1.00, True","16.00, 1.00, True",None,"19.00, 1.00, None","13.00, 1.00, True","15.00, 1.00, True","9.00, 1.00, True","15.00, 1.00, True","13.00, 0.85, True","17.00, 0.87, True","12.00, 0.85, True","6.00, 0.79, True","9.00, 0.82, True","10.00, 0.68, True","13.00, 0.71, True","17.00, 0.63, True","19.00, 0.64, True","12.00, 0.57, True","12.00, 0.46, True","16.00, 0.51, True","13.00, 0.47, True","9.00, 0.40, True","12.00, 0.46, True","5.00, 0.30, True","15.00, 0.50, True","10.00, 0.33, True","16.00, 0.42, True","14.00, 0.31, True","7.00, 0.19, True","15.00, 0.32, True","11.00, 0.20, True","13.00, 0.23, True","16.00, 0.27, True","14.00, 0.24, True","6.00, 0.12, True","14.00, 0.24, True","14.00, 0.19, True","10.00, 0.14, True","13.00, 0.13, True","14.00, 0.14, True","11.00, 0.11, True","13.00, 0.10, True","11.00, 0.08, True","8.00, 0.04, True",A
template_23,"14.00, 0.49, False","4.00, 0.39, False","12.00, 0.70, False","4.00, 0.55, False","4.00, 0.75, False","4.00, 0.75, False","19.00, 0.87, False","10.00, 1.00, False","14.00, 1.00, False","18.00, 1.00, False","16.00, 1.00, True","10.00, 1.00, True","7.00, 1.00, True","18.00, 1.00, True","19.00, 1.00, True",None,"21.00, 1.00, True","17.00, 1.00, True","19.00, 1.00, True","13.00, 1.00, True","18.00, 0.87, True","12.00, 0.85, True","18.00, 0.87, True","17.00, 0.87, True","16.00, 0.86, True","14.00, 0.72, True","16.00, 0.74, True","13.00, 0.58, True","18.00, 0.64, True","13.00, 0.58, True","12.00, 0.46, True","15.00, 0.50, True","14.00, 0.49, True","13.00, 0.47, True","12.00, 0.46, True","16.00, 0.51, True","15.00, 0.50, True","11.00, 0.34, True","15.00, 0.41, True","16.00, 0.34, True","18.00, 0.36, True","15.00, 0.32, True","17.00, 0.28, True","12.00, 0.22, True","14.00, 0.24, True","13.00, 0.23, True","14.00, 0.24, True","16.00, 0.27, True","17.00, 0.22, True","14.00, 0.19, True","11.00, 0.11, True","11.00, 0.11, True","13.00, 0.13, True","13.00, 0.10, True","14.00, 0.11, True","12.00, 0.07, True",A
template_39,"8.00, 0.29, False","17.00, 0.52, False","16.00, 0.62, False","18.00, 0.64, False","19.00, 0.76, False","19.00, 0.76, False","11.00, 0.69, False","14.00, 0.86, False","13.00, 0.85, False","15.00, 0.86, False","6.00, 1.00, False","20.00, 1.00, False","16.00, 1.00, False","8.00, 1.00, False","13.00, 1.00, False","21.00, 1.00, False",None,"15.00, 1.00, None","14.00, 1.00, None","14.00, 1.00, None","17.00, 1.00, True","14.00, 1.00, True","7.00, 1.00, True","11.00, 1.00, True","14.00, 1.00, True","5.00, 0.77, True","13.00, 0.85, True","13.00, 0.71, True","19.00, 0.76, True","14.00, 0.72, True","16.00, 0.62, True","19.00, 0.64, True","18.00, 0.64, True","13.00, 0.58, True","15.00, 0.61, True","11.00, 0.56, True","18.00, 0.64, True","15.00, 0.50, True","14.00, 0.49, True","18.00, 0.44, True","8.00, 0.29, True","18.00, 0.44, True","18.00, 0.36, True","13.00, 0.30, True","14.00, 0.31, True","17.00, 0.35, True","10.00, 0.25, True","11.00, 0.26, True","18.00, 0.29, True","17.00, 0.28, True","14.00, 0.19, True","11.00, 0.15, True","17.00, 0.22, True","12.00, 0.12, True","17.00, 0.17, True","14.00, 0.11, True",A
template_12,"9.00, 0.31, False","14.00, 0.49, False","11.00, 0.56, False","15.00, 0.61, False","14.00, 0.72, False","15.00, 0.73, False","12.00, 0.70, False","9.00, 0.82, False","8.00, 0.81, False","16.00, 0.86, False","13.00, 1.00, False","16.00, 1.00, False","16.00, 1.00, False","13.00, 1.00, False","15.00, 1.00, False","17.00, 1.00, False","15.00, 1.00, True",None,"14.00, 1.00, None","11.00, 1.00, None","13.00, 1.00, True","11.00, 1.00, True","12.00, 1.00, True","14.00, 1.00, True","7.00, 1.00, True","12.00, 0.85, True","16.00, 0.86, True","13.00, 0.71, True","19.00, 0.76, True","12.00, 0.70, True","12.00, 0.57, True","16.00, 0.62, True","15.00, 0.61, True","9.00, 0.52, True","10.00, 0.54, True","13.00, 0.58, True","15.00, 0.61, True","10.00, 0.42, True","16.00, 0.51, True","16.00, 0.42, True","10.00, 0.33, True","16.00, 0.42, True","15.00, 0.32, True","13.00, 0.30, True","14.00, 0.31, True","14.00, 0.31, True","7.00, 0.19, True","15.00, 0.32, True","13.00, 0.23, True","13.00, 0.23, True","15.00, 0.20, True","11.00, 0.15, True","14.00, 0.19, True","13.00, 0.13, True","14.00, 0.14, True","12.00, 0.09, True",A
template_36,"10.00, 0.33, False","18.00, 0.53, False","18.00, 0.64, False","18.00, 0.64, False","19.00, 0.76, False","18.00, 0.75, False","10.00, 0.68, False","16.00, 0.86, False","16.00, 0.86, False","13.00, 0.85, False","14.00, 1.00, False","18.00, 1.00, False","18.00, 1.00, False","13.00, 1.00, False","9.00, 1.00, False","19.00, 1.00, False","14.00, 1.00, True","14.00, 1.00, True",None,"18.00, 1.00, None","12.00, 1.00, True","18.00, 1.00, True","12.00, 1.00, True","8.00, 1.00, True","9.00, 1.00, True","12.00, 0.85, True","16.00, 0.86, True","14.00, 0.72, True","18.00, 0.75, True","15.00, 0.73, True","12.00, 0.57, True","17.00, 0.63, True","14.00, 0.60, True","9.00, 0.52, True","14.00, 0.60, True","6.00, 0.45, True","17.00, 0.63, True","9.00, 0.40, True","20.00, 0.55, True","16.00, 0.42, True","6.00, 0.24, True","15.00, 0.41, True","11.00, 0.26, True","17.00, 0.35, True","18.00, 0.36, True","14.00, 0.31, True","7.00, 0.19, True","17.00, 0.35, True","13.00, 0.23, True","11.00, 0.20, True","14.00, 0.19, True","14.00, 0.19, True","12.00, 0.16, True","16.00, 0.16, True","10.00, 0.10, True","7.00, 0.04, True",A
template_5,"11.00, 0.34, False","12.00, 0.46, False","6.00, 0.45, False","10.00, 0.54, False","11.00, 0.69, False","12.00, 0.70, False","15.00, 0.73, False","6.00, 0.79, False","3.00, 0.73, False","15.00, 0.86, False","10.00, 1.00, False","13.00, 1.00, False","10.00, 1.00, False","12.00, 1.00, False","15.00, 1.00, False","13.00, 1.00, False","14.00, 1.00, True","11.00, 1.00, True","18.00, 1.00, True",None,"13.00, 1.00, True","4.00, 1.00, True","12.00, 1.00, True","14.00, 1.00, True","10.00, 1.00, True","10.00, 0.83, True","12.00, 0.85, True","12.00, 0.70, True","18.00, 0.75, True","7.00, 0.63, True","13.00, 0.58, True","14.00, 0.60, True","18.00, 0.64, True","7.00, 0.48, True","7.00, 0.48, True","13.00, 0.58, True","14.00, 0.60, True","9.00, 0.40, True","14.00, 0.49, True","19.00, 0.45, True","13.00, 0.38, True","17.00, 0.43, True","20.00, 0.38, True","11.00, 0.26, True","11.00, 0.26, True","17.00, 0.35, True","9.00, 0.23, True","14.00, 0.31, True","18.00, 0.29, True","16.00, 0.27, True","13.00, 0.18, True","7.00, 0.09, True","16.00, 0.21, True","12.00, 0.12, True","17.00, 0.17, True","15.00, 0.12, True",A
template_6,"12.00, 0.28, False","17.00, 0.43, False","13.00, 0.47, False","15.00, 0.50, False","17.00, 0.63, False","16.00, 0.62, False","11.00, 0.56, False","12.00, 0.70, False","10.00, 0.68, False","15.00, 0.73, False","17.00, 0.87, False","17.00, 0.87, False","17.00, 0.87, False","17.00, 0.87, False","13.00, 0.85, False","18.00, 0.87, False","17.00, 1.00, False","13.00, 1.00, False","12.00, 1.00, False","13.00, 1.00, False",None,"14.00, 1.00, None","16.00, 1.00, None","14.00, 1.00, None","7.00, 1.00, None","15.00, 1.00, True","11.00, 1.00, True","17.00, 0.87, True","18.00, 0.87, True","13.00, 0.85, True","14.00, 0.72, True","14.00, 0.72, True","15.00, 0.73, True","9.00, 0.66, True","13.00, 0.71, True","11.00, 0.69, True","17.00, 0.74, True","5.00, 0.42, True","20.00, 0.65, True","14.00, 0.49, True","9.00, 0.40, True","14.00, 0.49, True","16.00, 0.42, True","15.00, 0.41, True","16.00, 0.42, True","12.00, 0.36, True","5.00, 0.21, True","16.00, 0.42, True","12.00, 0.28, True","12.00, 0.28, True","13.00, 0.23, True","15.00, 0.26, True","12.00, 0.22, True","17.00, 0.22, True","12.00, 0.16, True","10.00, 0.10, True",A
