"statistic, pvalue, row is better than column",best set: template_17,template_41,template_4,template_29,template_35,template_38,template_3,template_31,template_28,template_37,template_36,template_40,template_39,template_27,template_19,template_33,template_32,template_7,template_16,template_25,template_15,template_45,template_21,template_23,template_5,template_34,template_51,template_0,template_12,template_30,template_6,template_26,template_1,template_8,template_53,template_24,template_49,template_9,template_22,template_13,template_18,template_2,template_20,template_55,template_47,template_46,template_43,template_50,template_54,template_11,template_14,template_10,template_52,template_48,template_44,template_42,group,accuracy
template_36,"15.00, 0.61, False","8.00, 0.65, False","8.00, 0.81, False","9.00, 0.82, False","7.00, 0.80, False","4.00, 1.00, False","13.00, 1.00, False","13.00, 1.00, False","5.00, 1.00, False","6.00, 1.00, True",None,"4.00, 1.00, None","11.00, 1.00, None","16.00, 1.00, None","14.00, 1.00, None","10.00, 1.00, True","5.00, 1.00, True","9.00, 1.00, True","13.00, 1.00, True","15.00, 1.00, True","15.00, 1.00, True","12.00, 0.85, True","14.00, 0.86, True","14.00, 0.86, True","9.00, 0.82, True","4.00, 0.55, True","10.00, 0.54, True","7.00, 0.48, True","7.00, 0.48, True","7.00, 0.48, True","7.00, 0.48, True","9.00, 0.52, True","9.00, 0.40, True","7.00, 0.36, True","12.00, 0.46, True","11.00, 0.34, True","9.00, 0.31, True","7.00, 0.26, True","9.00, 0.31, True","8.00, 0.29, True","9.00, 0.31, True","9.00, 0.23, True","9.00, 0.23, True","10.00, 0.25, True","9.00, 0.17, True","7.00, 0.13, True","8.00, 0.15, True","8.00, 0.15, True","8.00, 0.15, True","8.00, 0.11, True","8.00, 0.11, True","5.00, 0.06, True","7.00, 0.06, True","7.00, 0.06, True","7.00, 0.06, True","5.00, 0.04, True",A,0.36
template_40,"15.00, 0.61, False","9.00, 0.66, False","7.00, 0.80, False","8.00, 0.81, False","7.00, 0.80, False","4.00, 1.00, False","12.00, 1.00, False","13.00, 1.00, False","5.00, 1.00, False","7.00, 1.00, True","4.00, 1.00, True",None,"11.00, 1.00, None","14.00, 1.00, None","13.00, 1.00, None","8.00, 1.00, True","3.00, 1.00, True","8.00, 1.00, True","14.00, 1.00, True","14.00, 1.00, True","14.00, 1.00, True","12.00, 0.85, True","13.00, 0.85, True","13.00, 0.85, True","8.00, 0.81, True","2.00, 0.45, True","11.00, 0.56, True","7.00, 0.48, True","6.00, 0.45, True","5.00, 0.42, True","6.00, 0.45, True","8.00, 0.50, True","8.00, 0.38, True","7.00, 0.36, True","10.00, 0.42, True","10.00, 0.33, True","9.00, 0.31, True","7.00, 0.26, True","9.00, 0.31, True","8.00, 0.29, True","8.00, 0.29, True","9.00, 0.23, True","9.00, 0.23, True","9.00, 0.23, True","9.00, 0.17, True","6.00, 0.12, True","9.00, 0.17, True","8.00, 0.15, True","7.00, 0.13, True","7.00, 0.09, True","7.00, 0.09, True","5.00, 0.06, True","6.00, 0.05, True","5.00, 0.04, True","7.00, 0.06, True","5.00, 0.04, True",A,0.36
template_39,"12.00, 0.57, False","4.00, 0.55, False","11.00, 0.84, False","6.00, 0.79, False","5.00, 0.77, False","8.00, 1.00, False","11.00, 1.00, False","8.00, 1.00, False","12.00, 1.00, False","5.00, 1.00, True","11.00, 1.00, True","11.00, 1.00, True",None,"13.00, 1.00, None","11.00, 1.00, None","6.00, 1.00, True","9.00, 1.00, True","9.00, 1.00, True","15.00, 1.00, True","10.00, 1.00, True","12.00, 1.00, True","10.00, 0.83, True","10.00, 0.83, True","10.00, 0.83, True","10.00, 0.83, True","8.00, 0.65, True","8.00, 0.50, True","10.00, 0.54, True","8.00, 0.50, True","11.00, 0.56, True","9.00, 0.52, True","8.00, 0.50, True","8.00, 0.38, True","9.00, 0.40, True","7.00, 0.36, True","9.00, 0.31, True","6.00, 0.24, True","7.00, 0.26, True","10.00, 0.33, True","7.00, 0.26, True","10.00, 0.33, True","12.00, 0.28, True","9.00, 0.23, True","6.00, 0.17, True","6.00, 0.12, True","9.00, 0.17, True","5.00, 0.10, True","9.00, 0.17, True","7.00, 0.13, True","6.00, 0.08, True","8.00, 0.11, True","6.00, 0.08, True","7.00, 0.06, True","7.00, 0.06, True","9.00, 0.09, True","6.00, 0.05, True",A,0.36
template_27,"9.00, 0.52, False","12.00, 0.70, False","12.00, 0.85, False","10.00, 0.83, False","11.00, 0.84, False","13.00, 1.00, False","16.00, 1.00, False","14.00, 1.00, False","14.00, 1.00, False","13.00, 1.00, True","16.00, 1.00, True","14.00, 1.00, True","13.00, 1.00, True",None,"4.00, 1.00, None","10.00, 1.00, True","14.00, 1.00, True","11.00, 1.00, True","14.00, 1.00, True","2.00, 1.00, True","4.00, 1.00, True","15.00, 0.86, True","4.00, 0.75, True","3.00, 0.73, True","12.00, 0.85, True","13.00, 0.71, True","11.00, 0.56, True","12.00, 0.57, True","10.00, 0.54, True","13.00, 0.58, True","11.00, 0.56, True","8.00, 0.50, True","11.00, 0.44, True","11.00, 0.44, True","10.00, 0.42, True","7.00, 0.26, True","9.00, 0.31, True","8.00, 0.29, True","7.00, 0.26, True","8.00, 0.29, True","4.00, 0.18, True","15.00, 0.32, True","6.00, 0.17, True","8.00, 0.21, True","8.00, 0.15, True","7.00, 0.13, True","9.00, 0.17, True","6.00, 0.12, True","5.00, 0.10, True","7.00, 0.09, True","5.00, 0.06, True","8.00, 0.11, True","6.00, 0.05, True","4.00, 0.03, True","9.00, 0.09, True","4.00, 0.03, True",A,0.36
template_19,"8.00, 0.50, False","10.00, 0.68, False","12.00, 0.85, False","8.00, 0.81, False","10.00, 0.83, False","12.00, 1.00, False","14.00, 1.00, False","13.00, 1.00, False","13.00, 1.00, False","11.00, 1.00, True","14.00, 1.00, True","13.00, 1.00, True","11.00, 1.00, True","4.00, 1.00, True",None,"9.00, 1.00, True","14.00, 1.00, True","11.00, 1.00, True","14.00, 1.00, True","4.00, 1.00, True","6.00, 1.00, True","14.00, 0.86, True","3.00, 0.73, True","1.00, 0.62, True","12.00, 0.85, True","12.00, 0.70, True","10.00, 0.54, True","12.00, 0.57, True","10.00, 0.54, True","13.00, 0.58, True","12.00, 0.57, True","8.00, 0.50, True","11.00, 0.44, True","12.00, 0.46, True","9.00, 0.40, True","7.00, 0.26, True","6.00, 0.24, True","8.00, 0.29, True","6.00, 0.24, True","9.00, 0.31, True","4.00, 0.18, True","16.00, 0.34, True","6.00, 0.17, True","9.00, 0.23, True","6.00, 0.12, True","7.00, 0.13, True","10.00, 0.18, True","7.00, 0.13, True","6.00, 0.12, True","9.00, 0.12, True","4.00, 0.05, True","9.00, 0.12, True","7.00, 0.06, True","4.00, 0.03, True","10.00, 0.10, True","5.00, 0.04, True",A,0.36
template_33,"12.00, 0.46, False","5.00, 0.42, False","10.00, 0.68, False","3.00, 0.51, False","2.00, 0.45, False","9.00, 0.82, False","10.00, 0.83, False","7.00, 0.80, False","9.00, 0.82, False","4.00, 1.00, False","10.00, 1.00, False","8.00, 1.00, False","6.00, 1.00, False","10.00, 1.00, False","9.00, 1.00, False",None,"8.00, 1.00, None","9.00, 1.00, None","15.00, 1.00, None","11.00, 1.00, None","12.00, 1.00, None","10.00, 1.00, True","11.00, 1.00, True","11.00, 1.00, True","8.00, 1.00, True","6.00, 0.79, True","9.00, 0.66, True","10.00, 0.68, True","9.00, 0.66, True","9.00, 0.66, True","9.00, 0.66, True","11.00, 0.69, True","8.00, 0.50, True","10.00, 0.54, True","8.00, 0.50, True","10.00, 0.42, True","7.00, 0.36, True","9.00, 0.40, True","9.00, 0.40, True","7.00, 0.36, True","9.00, 0.40, True","11.00, 0.34, True","9.00, 0.31, True","5.00, 0.21, True","6.00, 0.17, True","7.00, 0.19, True","7.00, 0.19, True","7.00, 0.19, True","6.00, 0.17, True","6.00, 0.12, True","6.00, 0.12, True","7.00, 0.13, True","6.00, 0.08, True","5.00, 0.06, True","9.00, 0.12, True","5.00, 0.06, True",A,0.35
template_32,"13.00, 0.47, False","7.00, 0.48, False","7.00, 0.63, False","7.00, 0.63, False","6.00, 0.61, False","4.00, 0.75, False","9.00, 0.82, False","10.00, 0.83, False","4.00, 0.75, False","7.00, 1.00, False","5.00, 1.00, False","3.00, 1.00, False","9.00, 1.00, False","14.00, 1.00, False","14.00, 1.00, False","8.00, 1.00, True",None,"9.00, 1.00, None","13.00, 1.00, None","14.00, 1.00, None","15.00, 1.00, None","10.00, 1.00, True","14.00, 1.00, True","15.00, 1.00, True","9.00, 1.00, True","1.00, 0.62, True","10.00, 0.68, True","8.00, 0.65, True","7.00, 0.63, True","3.00, 0.51, True","7.00, 0.63, True","9.00, 0.66, True","8.00, 0.50, True","7.00, 0.48, True","9.00, 0.52, True","10.00, 0.42, True","10.00, 0.42, True","8.00, 0.38, True","11.00, 0.44, True","8.00, 0.38, True","10.00, 0.42, True","7.00, 0.26, True","9.00, 0.31, True","8.00, 0.29, True","10.00, 0.25, True","6.00, 0.17, True","7.00, 0.19, True","8.00, 0.21, True","5.00, 0.14, True","7.00, 0.13, True","8.00, 0.15, True","5.00, 0.10, True","4.00, 0.05, True","6.00, 0.08, True","5.00, 0.06, True","4.00, 0.05, True",A,0.35
template_7,"14.00, 0.49, False","7.00, 0.48, False","6.00, 0.61, False","6.00, 0.61, False","8.00, 0.65, False","9.00, 0.82, False","10.00, 0.83, False","9.00, 0.82, False","7.00, 0.80, False","6.00, 1.00, False","9.00, 1.00, False","8.00, 1.00, False","9.00, 1.00, False","11.00, 1.00, False","11.00, 1.00, False","9.00, 1.00, True","9.00, 1.00, True",None,"17.00, 1.00, None","12.00, 1.00, None","10.00, 1.00, None","11.00, 1.00, True","11.00, 1.00, True","12.00, 1.00, True","2.00, 1.00, True","8.00, 0.81, True","8.00, 0.65, True","6.00, 0.61, True","6.00, 0.61, True","9.00, 0.66, True","6.00, 0.61, True","9.00, 0.66, True","3.00, 0.34, True","7.00, 0.48, True","8.00, 0.50, True","11.00, 0.44, True","7.00, 0.36, True","1.00, 0.12, True","10.00, 0.42, True","1.00, 0.12, True","9.00, 0.40, True","11.00, 0.34, True","10.00, 0.33, True","7.00, 0.26, True","7.00, 0.19, True","8.00, 0.21, True","7.00, 0.19, True","6.00, 0.17, True","7.00, 0.19, True","2.00, 0.04, True","9.00, 0.17, True","4.00, 0.08, True","7.00, 0.09, True","6.00, 0.08, True","9.00, 0.12, True","5.00, 0.06, True",A,0.35
template_16,"11.00, 0.44, False","14.00, 0.60, False","14.00, 0.72, False","15.00, 0.73, False","15.00, 0.73, False","13.00, 0.85, False","16.00, 0.86, False","15.00, 0.86, False","13.00, 0.85, False","14.00, 1.00, False","13.00, 1.00, False","14.00, 1.00, False","15.00, 1.00, False","14.00, 1.00, False","14.00, 1.00, False","15.00, 1.00, True","13.00, 1.00, True","17.00, 1.00, True",None,"14.00, 1.00, None","15.00, 1.00, None","16.00, 1.00, True","14.00, 1.00, True","13.00, 1.00, True","16.00, 1.00, True","12.00, 0.85, True","12.00, 0.70, True","15.00, 0.73, True","13.00, 0.71, True","11.00, 0.69, True","14.00, 0.72, True","11.00, 0.69, True","15.00, 0.61, True","12.00, 0.57, True","14.00, 0.60, True","7.00, 0.36, True","14.00, 0.49, True","12.00, 0.46, True","9.00, 0.40, True","14.00, 0.49, True","11.00, 0.44, True","8.00, 0.29, True","8.00, 0.29, True","13.00, 0.38, True","14.00, 0.31, True","11.00, 0.26, True","12.00, 0.28, True","11.00, 0.26, True","11.00, 0.26, True","12.00, 0.22, True","7.00, 0.13, True","9.00, 0.17, True","10.00, 0.14, True","11.00, 0.15, True","7.00, 0.09, True","11.00, 0.15, True",A,0.35
template_25,"7.00, 0.36, False","10.00, 0.54, False","12.00, 0.70, False","9.00, 0.66, False","11.00, 0.69, False","12.00, 0.85, False","15.00, 0.86, False","13.00, 0.85, False","14.00, 0.86, False","12.00, 1.00, False","15.00, 1.00, False","14.00, 1.00, False","10.00, 1.00, False","2.00, 1.00, False","4.00, 1.00, False","11.00, 1.00, True","14.00, 1.00, True","12.00, 1.00, True","14.00, 1.00, True",None,"5.00, 1.00, None","16.00, 1.00, True","3.00, 1.00, True","3.00, 1.00, True","13.00, 1.00, True","13.00, 0.85, True","11.00, 0.69, True","13.00, 0.71, True","11.00, 0.69, True","14.00, 0.72, True","12.00, 0.70, True","8.00, 0.65, True","11.00, 0.56, True","11.00, 0.56, True","10.00, 0.54, True","7.00, 0.36, True","9.00, 0.40, True","8.00, 0.38, True","9.00, 0.40, True","9.00, 0.40, True","6.00, 0.33, True","15.00, 0.41, True","7.00, 0.26, True","9.00, 0.31, True","8.00, 0.21, True","9.00, 0.23, True","9.00, 0.23, True","7.00, 0.19, True","6.00, 0.17, True","7.00, 0.13, True","6.00, 0.12, True","8.00, 0.15, True","6.00, 0.08, True","6.00, 0.08, True","10.00, 0.14, True","5.00, 0.06, True",A,0.35
template_15,"7.00, 0.36, False","12.00, 0.57, False","11.00, 0.69, False","10.00, 0.68, False","12.00, 0.70, False","14.00, 0.86, False","15.00, 0.86, False","14.00, 0.86, False","15.00, 0.86, False","11.00, 1.00, False","15.00, 1.00, False","14.00, 1.00, False","12.00, 1.00, False","4.00, 1.00, False","6.00, 1.00, False","12.00, 1.00, True","15.00, 1.00, True","10.00, 1.00, True","15.00, 1.00, True","5.00, 1.00, True",None,"16.00, 1.00, True","4.00, 1.00, True","5.00, 1.00, True","12.00, 1.00, True","14.00, 0.86, True","12.00, 0.70, True","12.00, 0.70, True","12.00, 0.70, True","14.00, 0.72, True","11.00, 0.69, True","8.00, 0.65, True","9.00, 0.52, True","13.00, 0.58, True","11.00, 0.56, True","7.00, 0.36, True","10.00, 0.42, True","8.00, 0.38, True","8.00, 0.38, True","9.00, 0.40, True","5.00, 0.30, True","15.00, 0.41, True","6.00, 0.24, True","11.00, 0.34, True","10.00, 0.25, True","10.00, 0.25, True","10.00, 0.25, True","9.00, 0.23, True","9.00, 0.23, True","8.00, 0.15, True","6.00, 0.12, True","9.00, 0.17, True","10.00, 0.14, True","8.00, 0.11, True","11.00, 0.15, True","8.00, 0.11, True",A,0.35
